name,description,exchange,industry,close,SMA10,SMA20,SMA30,SMA50,SMA100,SMA150,SMA200,EMA10,EMA21,high,low,ADRP,ATRP,atr_abs,average_volume_10d_calc,average_volume_30d_calc,dollar_volume_30d,average_dollar_volume_30d,rvol,gap_pct,market_cap_basic,Perf.1M,perf_1m_rank,Perf.3M,perf_3m_rank,Perf.6M,perf_6m_rank,momentum_score,atr_extension_from_50d,sma20_distance_pct,ema21_atr_dist,day_range_atr,lod_atr_pct,bb_width,ma_spread_pct,above_all_mas,ma_aligned,ema_aligned,above_sma200,near_sma20,near_ema,range_tight,adr_tight,bb_tight,plan_tight,wide_day,lod_ok,rvol_ok,rvol_pass,rvol_expand,ma_coiled,earnings_date,earnings_soon,large_gap,hard_rule_passes,hard_rule_fails,tightness_flags,focus_score,tradingview_url,is_top_1m,is_top_3m,is_top_6m
MXL,"MaxLinear, Inc",NASDAQ,Semiconductors,84.32,75.92,69.26,70.19,71.13,81.01,61.88,51.02,77.67,73.42,87.4,81.56,5.92,7.22,6.09,3004515.7,2506159.0,211319327.0,175914819.0,0.67,-0.98,7647249293.088412,31.91,20,-4.31,211,399.23,3,142.28,2.57,21.75,2.06,0.96,45.3,0.525,35.58,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,2026-10-28,False,False,5,thin RVOL,EMA,7,https://www.tradingview.com/chart/?symbol=NASDAQ:MXL&interval=D,True,False,True
LIFE,Ethos Technologies Inc.,NASDAQ,Packaged Software,33.91,37.63,38.04,36.94,31.24,25.4,21.29,,36.85,36.58,37.49,33.07,8.31,8.12,2.75,1869234.4,1559757.1,52891363.0,57622626.0,0.88,0.03,2162061021.3768997,2.6,145,88.08,12,235.74,7,108.81,1.05,-10.87,0.9,1.6,30.5,0.212,49.41,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,2026-12-02,False,False,4,"thin RVOL, below 200-MA",near21,3,https://www.tradingview.com/chart/?symbol=NASDAQ:LIFE&interval=D,False,True,True
APPS,"Digital Turbine, Inc.",NASDAQ,Packaged Software,11.54,11.5,11.14,11.3,10.75,9.38,7.42,6.81,11.45,11.29,12.28,11.5,6.93,7.19,0.83,2725180.9,2670602.2666666666,30818750.0,30180031.0,0.96,0.41,1396527483.819524,8.05,103,14.31,133,292.52,5,104.96,1.03,3.58,0.31,0.94,4.8,0.22,40.65,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,2026-11-11,False,False,5,thin RVOL,"EMA, near21",8,https://www.tradingview.com/chart/?symbol=NASDAQ:APPS&interval=D,False,False,True
BLZE,"Backblaze, Inc.",NASDAQ,Computer Peripherals,14.06,13.26,13.59,14.97,14.93,12.41,9.55,8.33,13.64,13.99,14.61,13.62,5.53,6.83,0.96,2051601.9,2441762.1333333333,34331176.0,36543819.0,1.35,-0.28,870314033.4293706,-11.63,301,16.83,123,304.02,4,103.07,-0.85,3.44,0.08,1.03,45.8,0.219,46.93,False,False,False,True,False,True,False,False,False,True,True,True,False,False,True,False,2026-11-11,False,False,5,thin RVOL,"near21, RVOL",4,https://www.tradingview.com/chart/?symbol=NASDAQ:BLZE&interval=D,False,False,True
BAND,Bandwidth Inc.,NASDAQ,Packaged Software,59.13,52.9,50.34,50.45,52.12,55.67,43.14,35.91,53.33,51.7,62.46,56.52,7.87,7.64,4.52,1116699.5,858988.7333333333,50792004.0,43338129.0,1.16,-0.67,1902849999.3,26.27,26,13.1,139,247.82,6,95.73,1.76,17.45,1.88,1.31,57.7,0.325,33.41,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,2026-10-29,False,False,5,thin RVOL,EMA,6,https://www.tradingview.com/chart/?symbol=NASDAQ:BAND&interval=D,False,False,True
GPRO,"GoPro, Inc.",NASDAQ,Electronics/Appliances,1.31,1.33,1.24,1.03,0.9,0.94,0.93,1.04,1.3,1.2,1.35,1.25,13.69,11.63,0.15,26116758.3,65171855.36666667,85375131.0,67137656.0,0.6,0.79,245156974.1338583,107.28,1,81.38,17,95.52,65,94.73,3.91,5.61,0.77,0.66,39.4,1.01,32.39,False,False,True,True,False,True,True,True,False,True,False,True,False,False,False,False,2026-11-05,False,False,5,thin RVOL,"EMA, near21, ADR",7,https://www.tradingview.com/chart/?symbol=NASDAQ:GPRO&interval=D,True,True,False
DELL,Dell Technologies Inc.,NYSE,Computer Processing Hardware,549.83,554.55,521.04,501.27,469.82,411.97,330.67,278.81,549.89,525.84,570.72,542.23,5.44,5.82,32.02,9935530.799999997,8997568.1,4947132868.0,4510204963.0,0.84,1.84,349588918408.6958,25.47,28,32.64,76,213.96,9,90.69,2.92,5.53,0.78,0.89,23.7,0.346,50.15,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,2026-12-01,False,False,6,,near21,5,https://www.tradingview.com/chart/?symbol=NYSE:DELL&interval=D,False,False,True
FIVN,"Five9, Inc.",NASDAQ,Packaged Software,37.68,34.01,33.59,33.23,30.88,26.63,23.15,22.11,35.04,33.71,40.0,37.42,5.49,5.59,2.11,2937728.0,2088618.8333333333,78699158.0,69410722.0,1.07,0.66,2815582858.5128074,14.84,66,93.73,9,154.94,27,87.84,3.94,12.17,2.11,1.22,12.3,0.268,31.57,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,2026-11-09,False,False,5,thin RVOL,EMA,6,https://www.tradingview.com/chart/?symbol=NASDAQ:FIVN&interval=D,False,True,False
AMC,"AMC Entertainment Holdings, Inc.",NYSE,Movies/Entertainment,2.87,2.67,2.63,2.6,2.54,2.19,1.88,1.82,2.74,2.65,3.0,2.84,5.55,5.79,0.17,29694472.100000035,23408652.600000005,67182833.0,60846891.0,0.72,-0.51,2561775267.710438,12.99,76,42.79,58,195.88,13,83.88,2.21,9.04,1.4,0.93,15.1,0.223,29.62,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,2026-11-11,False,False,5,thin RVOL,"EMA, near21",8,https://www.tradingview.com/chart/?symbol=NYSE:AMC&interval=D,False,False,True
ALAB,"Astera Labs, Inc.",NASDAQ,Semiconductors,360.46,301.6,296.67,298.17,303.93,317.87,258.35,234.27,316.94,305.79,367.87,351.38,5.68,6.52,23.5,4479836.3,3847779.7,1386970671.0,1147274517.0,0.74,0.23,62534440350.97139,32.67,18,-14.7,285,224.74,8,80.9,2.85,21.5,2.74,0.7,38.6,0.386,23.19,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,2026-11-10,False,False,6,,EMA,7,https://www.tradingview.com/chart/?symbol=NASDAQ:ALAB&interval=D,True,False,True
CORT,Corcept Therapeutics Incorporated,NASDAQ,Pharmaceuticals: Major,112.94,113.15,113.67,115.16,109.68,91.17,73.77,68.87,113.63,113.39,118.79,112.04,4.74,4.67,5.28,2640762.2,1408932.4666666666,159124833.0,162258533.0,0.31,-0.15,12208632592.437769,-6.32,237,37.92,67,196.51,12,76.03,0.64,-0.64,0.09,1.28,17.0,0.084,39.66,False,False,False,True,True,True,False,False,True,True,True,True,False,True,False,False,2026-11-04,False,False,6,,"near21, BB",6,https://www.tradingview.com/chart/?symbol=NASDAQ:CORT&interval=D,False,False,True
PANW,"Palo Alto Networks, Inc.",NASDAQ,Packaged Software,393.3,367.21,358.79,361.7,355.39,314.46,264.05,243.38,370.04,362.96,393.52,374.2,4.23,4.74,18.63,7298050.500000009,6498256.200000008,2555764163.0,2350417101.0,0.88,1.4,321719406290.574,10.46,87,36.09,70,166.55,22,71.03,2.25,9.62,1.77,1.04,102.5,0.235,31.48,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,2026-11-12,False,False,5,LoD>60% ATR,EMA,5,https://www.tradingview.com/chart/?symbol=NASDAQ:PANW&interval=D,False,False,True
SNDK,Sandisk Corporation,NASDAQ,Computer Peripherals,1816.57,1680.53,1636.43,1613.14,1506.65,1610.16,1323.97,1092.52,1719.43,1653.49,1902.22,1803.67,5.25,6.41,116.5,9933129.4,12186101.066666666,22136905615.0,19657917540.0,0.76,0.44,265980379867.08237,21.58,43,-18.84,306,202.89,11,68.54,3.21,11.01,1.54,0.85,11.1,0.3,32.37,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,2026-11-05,False,False,6,,EMA,7,https://www.tradingview.com/chart/?symbol=NASDAQ:SNDK&interval=D,False,False,True
PENG,"Penguin Solutions, Inc.",NASDAQ,Semiconductors,53.88,51.33,50.71,52.56,54.01,56.4,44.74,38.53,52.51,52.18,56.15,53.43,4.46,6.18,3.33,1444105.0,1478929.3666666667,79684714.0,77732528.0,1.1,-1.27,2760956694.0933194,6.31,116,-21.3,323,209.66,10,64.89,-0.04,6.26,0.53,0.82,13.5,0.212,33.17,False,False,True,True,False,True,True,False,False,True,False,True,False,False,False,False,2026-10-06,False,False,5,thin RVOL,"EMA, near21",6,https://www.tradingview.com/chart/?symbol=NASDAQ:PENG&interval=D,False,False,True
AMBQ,"Ambiq Micro, Inc.",NYSE,Semiconductors,69.13,64.36,61.44,61.57,64.41,69.7,56.35,49.96,65.48,63.6,71.92,67.46,4.98,5.75,3.98,699391.2,523560.0,36193703.0,32234542.0,0.48,-0.82,1671877043.9289234,18.9,52,-18.09,301,186.02,17,62.28,1.27,12.51,1.51,1.12,42.1,0.293,28.55,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,2026-11-05,False,False,5,thin RVOL,EMA,5,https://www.tradingview.com/chart/?symbol=NYSE:AMBQ&interval=D,False,False,True
AMLX,"Amylyx Pharmaceuticals, Inc.",NASDAQ,Pharmaceuticals: Major,30.6,32.55,33.54,32.91,27.73,21.57,19.46,17.96,32.56,32.29,33.02,30.53,5.17,6.02,1.84,1646519.8,3015228.7,92281074.0,99240725.0,1.15,-0.36,3841326781.1768184,-20.79,398,75.19,20,127.72,39,60.7,1.72,-8.76,0.87,1.35,4.1,0.186,50.91,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,2026-11-05,False,False,5,thin RVOL,near21,4,https://www.tradingview.com/chart/?symbol=NASDAQ:AMLX&interval=D,False,True,False
AEHR,Aehr Test Systems,NASDAQ,Electronic Production Equipment,97.38,91.66,88.2,97.57,94.22,94.38,80.79,66.94,93.17,92.69,100.0,92.38,7.25,9.07,8.83,2497500.4,2724866.933333333,265347542.0,265869808.0,0.96,-0.63,3180386531.787674,1.69,155,-5.09,215,183.74,18,60.12,0.37,10.41,0.56,0.86,56.6,0.33,28.18,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,2026-10-06,False,False,5,thin RVOL,"EMA, near21",8,https://www.tradingview.com/chart/?symbol=NASDAQ:AEHR&interval=D,False,False,True
SMTC,Semtech Corporation,NASDAQ,Semiconductors,169.33,167.61,154.97,147.52,139.07,142.79,124.64,113.26,167.57,157.75,174.5,165.01,6.09,6.7,11.34,3779461.2,3574499.6333333333,605270023.0,527306016.0,1.02,0.1,15802827834.292206,41.54,11,-0.1,191,127.56,40,56.34,3.25,9.27,1.1,0.84,38.1,0.442,32.1,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,2026-12-02,False,False,6,,"EMA, near21",8,https://www.tradingview.com/chart/?symbol=NASDAQ:SMTC&interval=D,True,False,False
MRVL,"Marvell Technology, Inc.",NASDAQ,Semiconductors,260.9,239.89,231.17,231.0,218.04,225.94,186.67,160.86,244.34,235.49,264.97,256.22,4.14,5.4,14.08,18473322.8,22627764.466666665,5903583749.0,5227051305.0,0.71,0.0,228783203595.83774,13.82,72,-10.4,247,164.12,23,55.85,3.64,12.86,2.0,0.62,33.2,0.29,30.29,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,2026-11-26,False,False,6,,EMA,7,https://www.tradingview.com/chart/?symbol=NASDAQ:MRVL&interval=D,False,False,True
APPN,Appian Corporation,NASDAQ,Packaged Software,37.96,37.17,38.26,37.86,33.81,28.3,26.87,28.14,37.59,37.22,38.21,36.28,5.11,5.52,2.1,905395.0,864666.5666666667,32822743.0,32733682.0,0.72,0.14,2719010218.6211386,-0.89,181,85.17,14,58.86,117,47.71,2.22,-0.79,0.36,0.92,80.2,0.263,30.01,False,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,2026-10-29,False,False,4,"LoD>60% ATR, thin RVOL","EMA, near21",6,https://www.tradingview.com/chart/?symbol=NASDAQ:APPN&interval=D,False,True,False
BE,Bloom Energy Corporation,NYSE,Electronic Production Equipment,275.19,269.17,250.53,239.57,227.49,254.07,227.0,201.33,267.4,254.72,282.64,271.02,5.72,6.56,18.05,18524539.9,14900467.333333334,4100459605.0,3569714893.0,0.43,0.16,81050979369.11554,43.34,10,-20.53,319,106.93,55,43.25,3.2,9.84,1.23,0.64,23.1,0.415,24.65,True,True,True,True,False,True,True,True,False,True,False,True,False,True,False,False,2026-10-29,False,False,6,,"EMA, near21, ADR",9,https://www.tradingview.com/chart/?symbol=NYSE:BE&interval=D,True,False,False
NUAI,"New Era Energy & Digital, Inc.",NASDAQ,Engineering & Construction,6.99,6.16,5.74,5.56,5.31,5.17,4.97,4.9,6.35,5.93,7.2,6.71,8.01,9.3,0.65,9227850.0,7371434.733333333,51526329.0,40971663.0,0.99,-2.08,744849732.9849463,45.63,8,16.11,126,64.47,104,42.07,3.4,21.72,1.92,0.75,43.1,0.561,18.06,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,2026-12-02,False,True,4,"thin RVOL, large gap",EMA,7,https://www.tradingview.com/chart/?symbol=NASDAQ:NUAI&interval=D,True,False,False
HUT,Hut 8 Corp.,NASDAQ,Data Processing Services,102.46,95.95,91.25,88.99,93.46,101.65,87.22,78.52,97.42,93.97,107.2,102.37,7.24,7.84,8.04,5039576.400000009,4977065.166666665,509950097.0,442889950.0,0.64,-1.21,12629165171.548822,28.87,21,-14.69,284,106.07,56,40.09,1.23,12.29,1.15,0.6,1.1,0.367,22.58,True,True,True,True,False,True,True,True,False,True,False,True,False,True,False,False,2026-11-18,False,False,6,,"EMA, near21, ADR",9,https://www.tradingview.com/chart/?symbol=NASDAQ:HUT&interval=D,True,False,False
PBF,PBF Energy Inc.,NYSE,Oil Refining/Marketing,70.47,74.52,74.06,73.37,69.75,56.61,51.86,46.67,73.65,73.22,74.76,68.4,6.35,6.52,4.6,5215866.8,3422466.7333333334,241181231.0,251097258.0,0.82,1.19,8353291802.7308235,-2.68,197,76.66,18,39.89,155,37.96,0.16,-4.85,0.58,1.38,45.0,0.154,39.51,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,2026-10-29,False,False,5,thin RVOL,near21,4,https://www.tradingview.com/chart/?symbol=NYSE:PBF&interval=D,False,True,False
FSLY,"Fastly, Inc.",NASDAQ,Information Technology Services,29.65,25.01,23.55,24.41,23.53,21.38,22.45,19.43,25.5,24.48,31.33,24.04,8.85,8.8,2.61,9791478.7,6508967.566666666,192990888.0,158903425.0,3.82,-0.69,4723245076.171395,22.72,34,82.35,15,5.5,258,36.86,2.95,25.9,2.4,2.79,215.1,0.384,18.83,True,True,True,True,False,False,False,False,False,False,True,False,True,True,True,False,2026-11-04,False,False,5,LoD>60% ATR,"EMA, RVOL",5,https://www.tradingview.com/chart/?symbol=NASDAQ:FSLY&interval=D,False,True,False
WIX,Wix.com Ltd.,NASDAQ,Packaged Software,76.8,79.72,81.03,80.24,70.89,62.66,68.2,73.96,79.69,78.84,82.07,76.1,6.5,6.62,5.09,1082583.8,1542712.8333333333,118480346.0,123788306.0,1.01,0.27,3214042321.9775286,-6.19,235,81.6,16,-13.18,329,20.74,1.26,-5.22,0.39,1.17,13.8,0.23,23.92,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,2026-11-05,False,False,5,thin RVOL,near21,4,https://www.tradingview.com/chart/?symbol=NASDAQ:WIX&interval=D,False,True,False
SEI,"Solaris Energy Infrastructure, Inc.",NYSE,Oilfield Services/Equipment,67.43,66.0,60.38,59.77,58.65,66.18,63.84,60.65,65.51,62.69,67.99,64.23,5.14,6.33,4.27,2928630.0,2690347.7,181410145.0,160806566.0,0.56,0.38,5405575721.082077,27.23,23,-13.63,274,12.95,233,8.85,2.36,11.69,1.19,0.88,74.9,0.481,11.17,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,2026-11-02,False,False,4,"LoD>60% ATR, thin RVOL","EMA, near21",7,https://www.tradingview.com/chart/?symbol=NYSE:SEI&interval=D,True,False,False
