name,description,exchange,industry,close,SMA10,SMA20,SMA30,SMA50,SMA100,SMA150,SMA200,EMA10,EMA21,high,low,ADRP,ATRP,atr_abs,average_volume_10d_calc,average_volume_30d_calc,dollar_volume_30d,average_dollar_volume_30d,rvol,gap_pct,market_cap_basic,Perf.1M,perf_1m_rank,Perf.3M,perf_3m_rank,Perf.6M,perf_6m_rank,momentum_score,atr_extension_from_50d,sma20_distance_pct,ema21_atr_dist,day_range_atr,lod_atr_pct,bb_width,ma_spread_pct,above_all_mas,ma_aligned,ema_aligned,above_sma200,near_sma20,near_ema,range_tight,adr_tight,bb_tight,plan_tight,wide_day,lod_ok,rvol_ok,rvol_pass,rvol_expand,ma_coiled,earnings_date,earnings_soon,large_gap,hard_rule_passes,hard_rule_fails,tightness_flags,focus_score,tradingview_url,is_top_1m,is_top_3m,is_top_6m
CYPH,Cypherpunk Technologies Inc.,NASDAQ,Financial Conglomerates,4.12,3.29,2.7,2.22,1.6,1.24,1.08,1.06,3.4,2.8,4.19,3.82,12.49,10.65,0.44,21308647.6,15761505.866666667,64937404.0,35035043.0,0.97,-2.94,443989243.17647064,157.5,4,610.34,1,533.85,1,433.9,14.81,52.56,4.44,0.84,68.4,1.152,54.09,True,True,True,True,False,False,True,True,False,True,False,False,False,False,False,False,2026-11-16,False,True,2,"LoD>60% ATR, >4x 50-MA, thin RVOL, large gap","EMA, ADR",7,https://www.tradingview.com/chart/?symbol=NASDAQ:CYPH&interval=D,True,True,True
QMCO,Quantum Corporation,NASDAQ,Computer Peripherals,31.68,25.88,24.84,24.22,19.67,15.37,12.21,10.91,26.78,24.84,33.01,29.02,7.41,7.82,2.48,2127434.9,1576737.5333333334,49951045.0,38184116.0,2.38,1.76,1248508784.9603255,42.0,14,181.85,2,522.4,2,248.75,7.81,27.56,3.52,1.61,107.4,0.354,47.25,True,True,True,True,False,False,False,False,False,False,True,False,True,True,True,False,2026-11-13,False,False,4,"LoD>60% ATR, >4x 50-MA","EMA, RVOL",5,https://www.tradingview.com/chart/?symbol=NASDAQ:QMCO&interval=D,True,True,True
MXL,"MaxLinear, Inc",NASDAQ,Semiconductors,93.84,79.44,71.89,71.13,71.44,81.25,62.83,51.72,81.75,76.26,96.22,85.61,6.14,6.96,6.54,3375635.1,2664162.8333333335,250005040.0,189507231.0,1.38,2.66,8510648133.518698,43.2,12,4.06,193,455.6,3,167.62,4.5,30.53,3.31,1.62,125.9,0.597,31.47,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,2026-10-28,False,True,2,"LoD>60% ATR, >4x 50-MA, thin RVOL, large gap","EMA, RVOL",5,https://www.tradingview.com/chart/?symbol=NASDAQ:MXL&interval=D,True,False,True
CDNA,"CareDx, Inc.",NASDAQ,Medical Specialties,63.68,55.68,52.83,51.28,47.55,36.06,30.25,27.62,56.51,53.45,65.19,60.51,4.26,4.48,2.85,1427554.2,1229818.2666666666,78314827.0,63060571.0,1.87,-0.07,3294435225.685514,26.98,30,128.65,7,267.24,6,140.96,7.57,20.53,4.27,1.64,111.1,0.291,44.07,True,True,True,True,False,False,False,False,False,False,True,False,True,True,True,False,2026-11-10,False,False,4,"LoD>60% ATR, >4x 50-MA","EMA, RVOL",5,https://www.tradingview.com/chart/?symbol=NASDAQ:CDNA&interval=D,False,True,True
ASST,"Strive, Inc.",NASDAQ,Financial Conglomerates,29.44,29.04,27.35,24.01,19.27,17.08,15.13,15.24,28.79,26.49,30.07,29.11,6.33,6.4,1.88,9842525.8,9985403.766666668,293970287.0,239707939.0,0.43,-0.15,2873260036.018704,42.08,13,171.09,3,194.4,16,135.86,8.25,7.63,1.74,0.51,17.5,0.328,47.26,True,True,True,True,False,False,True,True,False,True,False,True,False,False,False,False,2026-11-13,False,False,4,">4x 50-MA, thin RVOL","EMA, ADR",8,https://www.tradingview.com/chart/?symbol=NASDAQ:ASST&interval=D,True,True,True
USDE,StablecoinX Inc.,NASDAQ,Packaged Software,17.25,10.81,9.25,7.82,5.46,6.73,8.57,9.74,11.98,9.66,17.5,14.34,9.09,10.21,1.76,6823935.3,8832965.8,152368660.0,69107652.0,1.23,9.21,468977985.70675105,196.9,2,131.23,6,68.29,102,132.14,21.15,86.39,7.7,1.8,165.3,1.32,31.03,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,,False,True,2,"LoD>60% ATR, >4x 50-MA, thin RVOL, large gap","EMA, RVOL",5,https://www.tradingview.com/chart/?symbol=NASDAQ:USDE&interval=D,True,True,False
TEAM,Atlassian Corporation,NASDAQ,Packaged Software,187.74,191.72,188.65,182.31,154.3,121.72,105.05,111.84,190.05,183.89,194.81,187.23,4.28,4.67,8.76,3202805.9,3684260.2,691683010.0,671680547.0,0.59,-0.31,47524282263.497635,15.9,63,149.32,5,180.17,19,115.13,4.64,-0.48,0.45,0.87,5.8,0.122,46.16,False,False,False,True,True,True,True,False,False,True,False,True,False,True,False,False,2026-10-29,False,False,5,>4x 50-MA,near21,6,https://www.tradingview.com/chart/?symbol=NASDAQ:TEAM&interval=D,False,True,True
GLND,Greenland Energy Company,NASDAQ,Financial Conglomerates,5.54,2.52,1.92,1.74,1.87,2.27,4.24,5.78,3.1,2.35,6.69,4.83,9.16,10.6,0.59,60824889.6,20851783.7,115518882.0,36368986.0,2.45,14.21,242265270.72149536,271.81,1,118.11,9,-57.22,446,110.9,18.6,189.26,12.82,3.17,121.0,2.702,70.58,False,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,2026-12-02,False,True,2,"LoD>60% ATR, >4x 50-MA, below 200-MA, large gap","EMA, RVOL",3,https://www.tradingview.com/chart/?symbol=NASDAQ:GLND&interval=D,True,True,False
LIFE,Ethos Technologies Inc.,NASDAQ,Packaged Software,34.3,36.68,37.6,36.98,31.9,25.72,21.61,,36.16,36.26,36.41,34.05,8.63,8.26,2.83,2053627.7,1582390.1,54275980.0,58523115.0,0.62,-0.25,2186927122.6762953,-10.3,298,88.88,16,239.6,8,106.06,0.91,-8.77,0.66,0.83,8.9,0.233,46.61,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,2026-12-02,False,False,4,"thin RVOL, below 200-MA",near21,4,https://www.tradingview.com/chart/?symbol=NASDAQ:LIFE&interval=D,False,True,True
BAND,Bandwidth Inc.,NASDAQ,Packaged Software,61.81,54.42,51.59,51.04,51.8,56.01,43.76,36.38,56.14,53.46,65.13,60.23,7.93,7.38,4.56,1071680.3,882099.4666666667,54522568.0,45021916.0,1.0,0.47,1989094518.2361312,33.5,24,18.36,125,263.59,7,105.15,2.62,19.81,2.12,1.07,34.6,0.408,31.75,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,2026-10-29,False,False,5,thin RVOL,EMA,6,https://www.tradingview.com/chart/?symbol=NASDAQ:BAND&interval=D,False,False,True
